ID,Name,TM01 - Focus Punch,TM02 - Dragon Claw,TM03 - Water Pulse,TM04 - Calm Mind,TM05 - Roar,TM06 - Toxic,TM07 - Hail,TM08 - Bulk Up,TM09 - Bullet Seed,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM19 - Giga Drain,TM20 - Safeguard,TM21 - Frustration,TM22 - SolarBeam,TM23 - Iron Tail,TM24 - Thunderbolt,TM25 - Thunder,TM26 - Earthquake,TM27 - Return,TM28 - Dig,TM29 - Psychic,TM30 - Shadow Ball,TM31 - Brick Break,TM32 - Double Team,TM33 - Reflect,TM34 - Shock Wave,TM35 - Flamethrower,TM36 - Sludge Bomb,TM37 - Sandstorm,TM38 - Fire Blast,TM39 - Rock Tomb,TM40 - Aerial Ace,TM41 - Torment,TM42 - Facade,TM43 - Secret Power,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM47 - Steel Wing,TM48 - Skill Swap,TM49 - Snatch,TM50 - Overheat,TM51 - Roost,TM52 - Focus Blast,TM53 - Energy Ball,TM54 - False Swipe,TM55 - Brine,TM56 - Fling,TM57 - Charge Beam,TM58 - Endure,TM59 - Dragon Pulse,TM60 - Drain Punch,TM61 - Will-O-Wisp,TM62 - Silver Wind,TM63 - Embargo,TM64 - Explosion,TM65 - Shadow Claw,TM66 - Payback,TM67 - Recycle,TM68 - Giga Impact,TM69 - Rock Polish,TM70 - Flash,TM71 - Stone Edge,TM72 - Avalanche,TM73 - Thunder Wave,TM74 - Gyro Ball,TM75 - Swords Dance,TM76 - Stealth Rock,TM77 - Psych Up,TM78 - Captivate,TM79 - Dark Pulse,TM80 - Rock Slide,TM81 - X-Scissor,TM82 - Sleep Talk,TM83 - Natural Gift,TM84 - Poison Jab,TM85 - Dream Eater,TM86 - Grass Knot,TM87 - Swagger,TM88 - Pluck,TM89 - U-turn,TM90 - Substitute,TM91 - Flash Cannon,TM92 - Trick Room,HM01 - Cut,HM02 - Fly,HM03 - Surf,HM04 - Strength,HM05 - Whirlpool,HM06 - Rock Smash,HM07 - Waterfall,HM08 - Rock Climb
118,Goldeen,[false,false,true,false,false,true,true,false,false,true,false,false,true,true,false,false,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,true,true,false,false,true,false,false,true,false,false,false,false,true,false,true,false,true,false]
119,Seaking,[false,false,true,false,false,true,true,false,false,true,false,false,true,true,true,false,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,true,true,false,false,true,false,false,true,false,false,false,false,true,false,true,false,true,false]
120,Staryu,[false,false,true,false,false,true,true,false,false,true,false,false,true,true,false,true,true,true,false,false,true,false,false,true,true,false,true,false,true,false,false,true,true,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,true,false,false,true,false,false,false,false,true,true,false,false,false,true,false,false,true,true,false,false,false,true,false,true,false,true,false]
121,Starmie,[false,false,true,false,false,true,true,false,false,true,false,false,true,true,true,true,true,true,false,false,true,false,false,true,true,false,true,false,true,false,false,true,true,false,false,false,false,false,false,false,false,true,true,true,false,false,false,true,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,true,true,false,true,false,true,true,true,false,false,true,false,false,false,false,true,true,false,true,true,true,false,false,true,true,true,false,false,true,false,true,false,true,false]
122,Mr. Mime,[true,false,false,true,false,true,false,false,false,true,true,true,false,false,true,true,true,true,false,true,true,true,false,true,true,false,true,false,true,true,true,true,true,true,false,false,false,false,false,true,true,true,true,true,true,true,false,true,true,false,false,true,true,false,false,true,true,true,false,true,false,false,false,false,false,true,true,true,false,true,false,false,true,false,false,false,true,true,false,false,false,true,true,false,true,true,true,false,false,true,false,true,false,false,false,false,false,false,false,false]
123,Scyther,[false,false,false,false,false,true,false,false,false,true,true,false,false,false,true,false,true,true,false,false,true,false,false,false,false,false,true,false,false,false,true,true,false,false,false,false,false,false,false,true,false,true,true,true,true,true,true,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,true,false,false,true,true,true,false,false,false,true,false,true,true,false,false,true,false,false,false,false,true,false,false]
124,Jynx,[true,false,true,true,false,true,true,false,false,true,false,true,true,true,true,true,true,true,false,false,true,false,false,false,false,false,true,false,true,true,true,true,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,true,false,false,false,true,true,false,false,true,false,true,false,true,false,false,false,false,false,true,true,true,false,true,false,true,false,false,false,false,true,true,false,false,false,true,true,false,true,true,true,false,false,true,false,true,false,false,false,false,false,false,false,false]
125,Electabuzz,[true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,true,true,true,false,false,true,false,true,true,true,false,true,false,true,false,true,true,false,true,false,false,false,false,false,false,false,true,true,true,true,true,false,false,false,false,false,true,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false,false,false,false,true,false,false,false,true,true,false,false,false,true,false,false,true,false,false,false,false,false,true,false,true,false,true]
126,Magmar,[true,false,false,false,false,true,false,false,false,true,true,false,false,false,true,false,true,false,false,false,true,false,true,false,false,false,true,false,true,false,true,true,false,false,true,false,false,true,false,false,false,true,true,true,true,true,false,false,false,true,false,true,false,false,false,true,false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,false,true,false,false,true,false,false,false,false,false,true,false,true,false,true]
127,Pinsir,[true,false,false,false,false,true,false,true,false,true,true,false,false,false,true,false,true,true,false,false,true,false,false,false,false,true,true,true,false,false,true,true,false,false,false,false,false,false,true,false,false,true,true,true,true,true,false,false,false,false,false,true,false,true,false,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,true,false,true,false,true,true,true,true,false,false,false,true,false,false,true,false,false,true,false,false,true,false,true,false,true]
128,Tauros,[false,false,true,false,false,true,false,false,false,true,true,false,true,true,true,false,true,true,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,true,true,false,true,true,true,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,true,false,false,true,false,false,false,false,false,false,true,false,true,false,true,true,false,false,false,true,false,false,true,false,false,false,false,true,true,true,true,false,true]
129,Magikarp,[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]
130,Gyarados,[false,false,true,false,true,true,true,false,false,true,false,true,true,true,true,false,true,true,false,false,true,false,false,true,true,true,true,false,false,false,false,true,false,false,true,false,true,true,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,false,false,true,false,true,false,false,true,true,true,false,false,false,false,true,true,false,false,true,true,false,false,false,true,false,false,true,false,false,false,false,true,true,true,true,true,false]
131,Lapras,[false,false,true,false,true,true,true,false,false,true,false,false,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,false,true,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,true,false,true,false,true,false,false,true,false,false,false,false,true,true,true,true,true,false]
132,Ditto,[false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false]
133,Eevee,[false,false,false,false,false,true,false,false,false,true,true,false,false,false,false,false,true,true,false,false,true,false,true,false,false,false,true,true,false,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false]
134,Vaporeon,[false,false,true,false,true,true,true,false,false,true,true,false,true,true,true,false,true,true,false,false,true,false,true,false,false,false,true,true,false,true,false,true,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,true,true,false,false,true,false,false,false,false,true,true,true,true,true,false]
135,Jolteon,[false,false,false,false,true,true,false,false,false,true,true,false,false,false,true,true,true,true,false,false,true,false,true,true,true,false,true,true,false,true,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false,false,false,false,true,false,false,false,true,true,false,false,true,true,false,false,true,false,false,false,false,false,true,false,true,false,false]
136,Flareon,[false,false,false,false,true,true,false,false,false,true,true,false,false,false,true,false,true,true,false,false,true,false,true,false,false,false,true,true,false,true,false,true,false,false,true,false,false,true,false,false,false,true,true,true,true,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,true,false,true,true,false,false,true,true,false,false,true,false,false,false,false,false,true,false,true,false,false]
137,Porygon,[false,false,false,false,false,true,false,false,false,true,true,false,true,true,true,false,true,true,false,false,true,true,true,true,true,false,true,false,true,true,false,true,false,true,false,false,false,false,false,true,false,true,true,true,false,true,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,true,true,false,true,false,false,true,false,false,false,true,false,false,false,false,true,true,false,true,false,true,false,false,true,false,true,false,false,false,false,false,false,false,false]
138,Omanyte,[false,false,true,false,false,true,true,false,false,true,false,false,true,true,false,false,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,true,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,true,false,true,false,true,true,false,false,false,true,false,false,true,false,false,false,false,true,false,true,true,true,false]
139,Omastar,[false,false,true,false,false,true,true,false,false,true,false,false,true,true,true,false,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,true,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true,false,false,true,false,true,false,true,false,true,false,true,true,false,false,false,true,false,false,true,false,false,false,false,true,false,true,true,true,true]
140,Kabuto,[false,false,true,false,false,true,true,false,false,true,false,false,true,true,false,false,true,true,true,false,true,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,true,false,true,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,true,false,true,false,true,true,false,false,false,true,false,false,true,false,false,false,false,true,false,true,true,true,false]
141,Kabutops,[false,false,true,false,false,true,true,false,false,true,false,false,true,true,true,false,true,true,true,false,true,false,false,false,false,false,true,true,false,false,true,true,false,false,false,false,true,false,true,true,false,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true,false,false,false,true,true,false,true,false,true,true,true,true,false,false,false,true,false,false,true,false,false,true,false,true,false,true,true,true,true]
142,Aerodactyl,[false,true,false,false,true,true,false,false,false,true,true,true,false,false,true,false,true,true,false,false,true,false,true,false,false,true,true,false,false,false,false,true,false,false,true,false,true,true,true,true,true,true,true,true,true,true,true,false,false,false,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false,true,false,true,true,false,true,false,false,false,false,true,false,true,false,true,false,true,true,false,false,false,true,false,false,true,false,false,false,true,false,true,false,true,false,false]
143,Snorlax,[true,false,true,false,false,true,false,false,false,true,true,false,true,true,true,false,true,true,false,false,true,true,false,true,true,true,true,false,true,true,true,true,false,true,true,false,true,true,true,false,false,true,true,true,true,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,true,false,true,true,false,false,false,true,false,false,true,false,false,false,false,true,true,true,true,false,true]
144,Articuno,[false,false,true,false,true,true,true,false,false,true,true,false,true,true,true,false,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,true,true,false,false,false,true,false,false,true,false,true,true,true,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,true,true,true,false,false,false,true,false,false,false,true,false,false]
145,Zapdos,[false,false,false,false,true,true,false,false,false,true,true,false,false,false,true,true,true,true,false,false,true,false,false,true,true,false,true,false,false,false,false,true,false,true,false,false,true,false,false,true,false,true,true,true,false,false,true,false,false,false,true,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false,false,false,false,false,false,false,false,true,true,false,false,false,true,true,true,true,false,false,false,true,false,false,false,true,false,false]
146,Moltres,[false,false,false,false,true,true,false,false,false,true,true,false,false,false,true,false,true,true,false,true,true,true,false,false,false,false,true,false,false,false,false,true,false,false,true,false,true,true,false,true,false,true,true,true,false,false,true,false,false,true,true,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,true,true,true,false,false,false,true,false,false,false,true,false,false]
147,Dratini,[false,false,true,false,false,true,true,false,false,true,true,false,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,false,false,false,false,true,false,true,true,false,false,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,true,false,false,false,true,false,false,true,false,false,false,false,true,false,true,false,true,false]
148,Dragonair,[false,false,true,false,false,true,true,false,false,true,true,false,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,false,false,false,false,true,false,true,true,false,false,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,true,false,false,false,true,false,false,true,false,false,false,false,true,false,true,false,true,false]
149,Dragonite,[true,true,true,false,true,true,true,false,false,true,true,false,true,true,true,false,true,true,false,true,true,false,true,true,true,true,true,false,false,false,true,true,false,true,true,false,true,true,true,true,false,true,true,true,true,false,true,false,false,false,true,true,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false,true,false,false,true,false,true,false,false,false,false,true,false,true,false,true,true,false,false,false,true,false,false,true,false,false,true,true,true,true,true,true,true,false]
150,Mewtwo,[true,false,true,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,false,true,true,false,false,true,true,false,false,true,true,true,false,true,true,false,true,false,false,false,true,true,false,true,true,true,true,false,false,false,true,false,false,true,false,true,true,true,true,true,true,false,false,true,false,true,false,false,false,true,false,true,false,true]
151,Mew,[true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true]
152,Chikorita,[false,false,false,false,false,true,false,false,true,true,true,false,false,false,false,true,true,false,true,true,true,true,true,false,false,false,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,true,true,false,false,true,true,false,false,true,false,false,true,false,false,false,false,false,false,false]
153,Bayleef,[false,false,false,false,false,true,false,false,true,true,true,false,false,false,false,true,true,false,true,true,true,true,true,false,false,false,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,true,true,false,false,true,true,false,false,true,false,false,true,false,false,true,false,true,false,false]
154,Meganium,[false,false,false,false,false,true,false,false,true,true,true,false,false,false,true,true,true,false,true,true,true,true,true,false,false,true,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,true,false,false,true,false,false,false,true,true,false,false,true,true,false,false,true,false,false,true,false,false,true,false,true,false,true]
155,Cyndaquil,[false,false,false,false,false,true,false,false,false,true,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,true,false,false,false,true,false,false,true,false,false,true,false,true,false,true,true,true,true,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,false,true,false,false,true,false,false,true,false,false,false,false,false,false,false]
156,Quilava,[true,false,false,false,true,true,false,false,false,true,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,true,false,false,true,true,false,false,true,false,false,true,false,true,false,true,true,true,true,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,false,true,false,false,true,false,false,true,false,false,true,false,true,false,false]
157,Typhlosion,[true,false,false,false,true,true,false,false,false,true,true,false,false,false,true,false,true,false,false,false,true,true,false,false,false,true,true,true,false,false,true,true,false,false,true,false,false,true,true,true,false,true,true,true,true,false,false,false,false,true,false,true,false,false,false,true,false,true,false,false,true,false,false,false,true,false,false,true,false,false,false,false,false,true,false,false,false,true,false,true,false,true,true,false,false,false,true,false,false,true,false,false,true,false,false,true,false,true,false,true]
158,Totodile,[true,false,true,false,false,true,true,false,false,true,false,false,true,true,false,false,true,true,false,false,true,false,true,false,false,false,true,true,false,false,true,true,false,false,false,false,false,false,true,true,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,true,false,true,false,true,true,false,false,false,true,false,false,true,false,false,true,false,true,false,true,false,true,false]
159,Croconaw,[true,false,true,false,true,true,true,false,false,true,false,false,true,true,false,false,true,true,false,false,true,false,true,false,false,false,true,true,false,false,true,true,false,false,false,false,false,false,true,true,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,true,false,true,false,true,true,false,false,false,true,false,false,true,false,false,true,false,true,true,true,true,true,false]
160,Feraligatr,[true,true,true,false,true,true,true,false,false,true,false,false,true,true,true,false,true,true,false,false,true,false,true,false,false,true,true,true,false,false,true,true,false,false,false,false,false,false,true,true,false,true,true,true,true,false,false,false,false,false,false,true,false,false,false,true,false,true,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,true,false,true,true,false,false,false,true,false,false,true,false,false,true,false,true,true,true,true,true,true]
161,Sentret,[true,false,true,false,false,true,false,false,false,true,true,false,true,false,false,false,true,true,false,false,true,true,true,true,false,false,true,true,false,true,true,true,false,true,true,false,false,false,false,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,true,true,false,true,true,false,false,true,false,true,false,true,false,false,false]
162,Furret,[true,false,true,false,false,true,false,false,false,true,true,false,true,true,true,false,true,true,false,false,true,true,true,true,true,false,true,true,false,true,true,true,false,true,true,false,false,false,false,false,false,true,true,true,true,true,false,false,false,false,false,true,false,false,false,true,true,true,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,true,true,false,true,true,false,false,true,false,true,true,true,true,false,false]
163,Hoothoot,[false,false,false,false,false,true,false,false,false,true,true,false,false,false,false,false,true,true,false,false,true,false,false,false,false,false,true,false,true,true,false,true,true,false,false,false,false,false,false,true,false,true,true,true,true,true,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,true,false,false,false,true,true,false,true,false,true,true,false,true,false,false,false,true,false,false,false,false,false,false]
164,Noctowl,[false,false,false,false,false,true,false,false,false,true,true,false,false,false,true,false,true,true,false,false,true,false,false,false,false,false,true,false,true,true,false,true,true,false,false,false,false,false,false,true,false,true,true,true,true,true,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,true,false,true,false,false,false,false,false,false,true,true,false,false,false,true,true,false,true,false,true,true,false,true,false,false,false,true,false,false,false,false,false,false]
165,Ledyba,[true,false,false,false,false,true,false,false,false,true,true,false,false,false,false,true,true,false,true,true,true,true,false,false,false,false,true,true,false,false,true,true,true,false,false,false,false,false,false,true,false,true,true,true,true,true,false,false,false,false,true,false,false,false,false,true,false,true,false,true,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,true,true,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false,false,false]
166,Ledian,[true,false,false,false,false,true,false,false,false,true,true,false,false,false,true,true,true,false,true,true,true,true,false,false,false,false,true,true,false,false,true,true,true,false,false,false,false,false,false,true,false,true,true,true,true,true,false,false,false,false,true,true,false,false,false,true,false,true,false,true,false,true,false,false,false,false,false,true,false,true,false,false,false,false,true,false,false,true,false,false,false,true,true,false,false,false,true,false,true,true,false,false,false,false,false,true,false,true,false,false]
167,Spinarak,[false,false,false,false,false,true,false,false,false,true,true,false,false,false,false,false,true,false,true,false,true,true,false,false,false,false,true,true,true,false,false,true,false,false,false,true,false,false,false,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,true,true,true,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false]
168,Ariados,[false,false,false,false,false,true,false,false,false,true,true,false,false,false,true,false,true,false,true,false,true,true,false,false,false,false,true,true,true,false,false,true,false,false,false,true,false,false,false,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,false,false,true,true,true,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false]
169,Crobat,[false,false,false,false,false,true,false,false,false,true,true,true,false,false,true,false,true,true,true,false,true,false,false,false,false,false,true,false,false,true,false,true,false,false,false,true,false,false,false,true,true,true,true,true,true,true,true,false,true,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true,true,true,false,false,false,true,true,true,true,false,false,false,true,false,false,false,false,false,false]
170,Chinchou,[false,false,true,false,false,true,true,false,false,true,false,false,true,true,false,false,true,true,false,false,true,false,false,true,true,false,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,true,false,false,false,true,true,false,false,false,true,false,false,true,false,false,false,false,true,false,true,false,true,false]
171,Lanturn,[false,false,true,false,false,true,true,false,false,true,false,false,true,true,true,false,true,true,false,false,true,false,false,true,true,false,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false,false,false,false,true,false,false,false,true,true,false,false,false,true,false,false,true,false,false,false,false,true,false,true,false,true,false]
172,Pichu,[false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,true,true,false,false,true,false,true,true,true,false,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,true,false,false,false,true,true,false,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false]
173,Cleffa,[false,false,true,false,false,true,false,false,false,true,true,false,false,false,false,true,true,true,false,true,true,true,true,false,false,false,true,true,true,true,false,true,true,true,true,false,false,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,true,false,false,false,true,true,false,true,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false]
174,Igglybuff,[false,false,true,false,false,true,false,false,false,true,true,false,false,false,false,true,true,true,false,true,true,true,false,false,false,false,true,true,true,true,false,true,true,true,true,false,false,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,true,false,false,false,true,true,false,true,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false]
175,Togepi,[false,false,true,false,false,true,false,false,false,true,true,false,false,false,false,true,true,true,false,true,true,true,false,false,false,false,true,false,true,true,false,true,true,true,true,false,false,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,true,false,false,false,true,true,false,true,true,true,false,false,true,false,false,false,false,false,false,false,true,false,false]
176,Togetic,[true,false,true,false,false,true,false,false,false,true,true,false,false,false,true,true,true,true,false,true,true,true,false,false,false,false,true,false,true,true,true,true,true,true,true,false,false,true,false,true,false,true,true,true,true,false,true,false,false,false,true,false,false,false,false,true,false,true,false,true,false,true,false,false,false,false,false,true,false,true,false,false,true,false,false,false,true,true,false,false,false,true,true,false,true,true,true,false,false,true,false,false,false,true,false,false,false,true,false,false]
177,Natu,[false,false,false,true,false,true,false,false,false,true,true,false,false,false,false,true,true,true,true,false,true,true,false,false,false,false,true,false,true,true,false,true,true,false,false,false,false,false,false,true,false,true,true,true,true,true,true,true,false,false,true,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,true,false,false,false,true,true,false,true,true,true,true,true,true,false,true,false,false,false,false,false,false,false,false]
178,Xatu,[false,false,false,true,false,true,false,false,false,true,true,false,false,false,true,true,true,true,true,false,true,true,false,false,false,false,true,false,true,true,false,true,true,false,false,false,false,false,false,true,false,true,true,true,true,true,true,true,false,false,true,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,true,false,false,true,false,false,false,true,true,false,false,false,true,true,false,true,true,true,true,true,true,false,true,false,true,false,false,false,false,false,false]
